Question Number,Question Status,Question Type,Mandate,Subject,Unit,Panel,Food Sector Area,Deadline,Deadline Type,Acceptance Date,Adoption Date,Clock stop date,Clock start date,Difference (EFSA working days)
EFSA-Q-2008-05587,Finished,Application,M-2008-0032,FL-no 09.390 Heptyl hexanoate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,03/07/2007,-,-,-
EFSA-Q-2008-05586,Finished,Application,M-2008-0032,FL-no 09.380 Ethyl pentadecanoate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,03/07/2007,-,-,-
EFSA-Q-2008-05585,Finished,Application,M-2008-0032,"FL-no 09.358 3,7-Dimethyloctyl acetate",Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,03/07/2007,-,-,-
EFSA-Q-2008-05584,Finished,Application,M-2008-0032,FL-no 09.334 Butyl nonanoate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,03/07/2007,-,-,-
EFSA-Q-2008-05583,Finished,Application,M-2008-0032,FL-no 09.331 Butyl hexadecanoate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,03/07/2007,-,-,-
EFSA-Q-2008-05582,Finished,Application,M-2008-0032,FL-no 09.327 Butyl decanoate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,03/07/2007,-,-,-
EFSA-Q-2008-05581,Finished,Application,M-2008-0032,FL-no 09.307 2-Methylbutyl dodecanoate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,03/07/2007,-,-,-
EFSA-Q-2008-05580,Finished,Application,M-2008-0032,FL-no 09.180 Methyl hexadecanoate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,03/07/2007,-,-,-
EFSA-Q-2008-05579,Finished,Application,M-2008-0032,FL-no 05.152 Hexadecanal,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,03/07/2007,-,-,-
EFSA-Q-2008-05578,Finished,Application,M-2008-0032,FL-no 02.202 Pentadecan-1-ol,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,03/07/2007,-,-,-
EFSA-Q-2008-05577,Finished,Application,M-2008-0032,FL-no 02.196 Octadecan-1-ol,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,03/07/2007,-,-,-
EFSA-Q-2008-05576,Finished,Application,M-2008-0032,FL-no 02.180 4-Methylpentan-1-ol,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,03/07/2007,-,-,-
EFSA-Q-2008-05575,Finished,Application,M-2008-0032,FL-no 02.178 2-Methyloctan-1-ol,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,03/07/2007,-,-,-
EFSA-Q-2008-05574,Finished,Application,M-2008-0032,FL-no 02.154 Heptadecan-1-ol,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,03/07/2007,-,-,-
EFSA-Q-2008-05573,Finished,Application,M-2008-0032,"FL-no 16.054 6-Methylene-2,10,10-trimethyl-1-oxaspiro[4.5]dec-7-ene",Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,01/04/2008,-,-,-
EFSA-Q-2008-05572,Finished,Application,M-2008-0032,"FL-no 13.198 3,6-Dimethyl-2,3,3a,4,5,7a-hexahydro-benzofuran",Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,01/04/2008,-,-,-
EFSA-Q-2008-05571,Finished,Application,M-2008-0032,FL-no 13.189 Linalool oxide(5) acetate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,01/04/2008,-,-,-
EFSA-Q-2008-05570,Finished,Application,M-2008-0032,FL-no 13.182 2-Methyl-3-thioacetoxytetrahydrofuran,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,01/04/2008,-,-,-
EFSA-Q-2008-05569,Finished,Application,M-2008-0032,FL-no 13.167 Tetrahydrofuryl phenylacetate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,01/04/2008,-,-,-
EFSA-Q-2008-05568,Finished,Application,M-2008-0032,FL-no 16.059 Ammonium hydrogen sulphide,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,10/11/2004,06/03/2008,-,-,-
EFSA-Q-2008-05567,Finished,Application,M-2008-0032,FL-no 16.048 Ammonium chloride,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,10/11/2004,06/03/2008,-,-,-
EFSA-Q-2008-05566,Finished,Application,M-2008-0032,FL-no 09.888 Isobornyl 2-methylbutyrate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,10/11/2004,22/05/2008,-,-,-
EFSA-Q-2008-05565,Finished,Application,M-2008-0032,"FL-no 09.848 (1S-endo)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-ol acetate",Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,10/11/2004,22/05/2008,-,-,-
EFSA-Q-2008-05564,Finished,Application,M-2008-0032,FL-no 09.584 Isobornyl isobutyrate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,10/11/2004,22/05/2008,-,-,-
EFSA-Q-2008-05563,Finished,Application,M-2008-0126,FL-no 09.501 Ethyl 2-acetyl-3-phenylpropionate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05562,Finished,Application,M-2008-0126,FL-no 09.486 1-Phenethyl isobutyrate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05561,Finished,Application,M-2008-0126,FL-no 09.476 Ethyl 3-phenyl-3-oxopropionate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05560,Finished,Application,M-2008-0126,FL-no 09.249 1-Methyl-2-phenethyl butyrate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05559,Finished,Application,M-2008-0126,FL-no 09.231 1-Phenethyl butyrate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05558,Finished,Application,M-2008-0126,FL-no 09.200 1-Methyl-3-phenylpropyl acetate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05557,Finished,Application,M-2008-0126,FL-no 09.189 1-Phenylpropyl butyrate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05556,Finished,Application,M-2008-0126,FL-no 09.179 1-Phenethyl formate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05555,Finished,Application,M-2008-0126,FL-no 09.178 1-Phenethyl acetate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05554,Finished,Application,M-2008-0126,FL-no 09.144 1-Phenethyl propionate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05553,Finished,Application,M-2008-0126,"FL-no 07.133 4-Acetyl-6-t-butyl-1,1-dimethylindane",Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05552,Finished,Application,M-2008-0126,FL-no 07.087 4-Methoxyphenylacetone,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05551,Finished,Application,M-2008-0126,"FL-no 07.086 1,3-Diphenylpropan-2-one",Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05550,Finished,Application,M-2008-0126,"FL-no 07.079 1-Phenylpropan-1,2-dione",Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05549,Finished,Application,M-2008-0126,FL-no 07.070 3-Benzylheptan-4-one,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05548,Finished,Application,M-2008-0126,FL-no 07.042 4-Isopropylacetophenone,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05547,Finished,Application,M-2008-0126,FL-no 07.040 1-Phenylpropan-1-one,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05546,Finished,Application,M-2008-0126,FL-no 07.038 4-Methoxyacetophenone,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05545,Finished,Application,M-2008-0126,FL-no 07.032 Benzophenone,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05544,Finished,Application,M-2008-0126,FL-no 07.029 4-(4-Methoxyphenyl)butan-2-one,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05543,Finished,Application,M-2008-0126,FL-no 07.028 Benzoin,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05542,Finished,Application,M-2008-0126,FL-no 07.026 4-(p-Tolyl)butan-2-one,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05541,Finished,Application,M-2008-0126,FL-no 07.025 4-Methyl-1-phenylpentan-2-one,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05540,Finished,Application,M-2008-0126,"FL-no 07.023 2,4-Dimethylacetophenone",Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05539,Finished,Application,M-2008-0126,FL-no 07.022 4-Methylacetophenone,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05538,Finished,Application,M-2008-0126,FL-no 07.013 Methyl 2-naphthyl ketone,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05537,Finished,Application,M-2008-0126,FL-no 07.004 Acetophenone,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05536,Finished,Application,M-2008-0126,FL-no 02.080 1-(p-Tolyl)ethan-1-ol,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05535,Finished,Application,M-2008-0126,FL-no 02.065 4-Methyl-1-phenylpentan-2-ol,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05534,Finished,Application,M-2008-0126,FL-no 02.064 1-Phenylethan-1-ol,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05533,Finished,Application,M-2008-0126,FL-no 02.036 4-Phenylbutan-2-ol,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05532,Finished,Application,M-2008-0126,FL-no 02.034 1-Phenylpentan-2-ol,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05531,Finished,Application,M-2008-0126,FL-no 09.615 p-Menth-1-en-9-yl acetate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,06/03/2008,-,-,-
EFSA-Q-2008-05530,Finished,Application,M-2008-0126,FL-no 09.536 Methyl cyclohexanecarboxylate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,06/03/2008,-,-,-
EFSA-Q-2008-05529,Finished,Application,M-2008-0126,FL-no 09.534 Ethyl cyclohexanecarboxylate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,06/03/2008,-,-,-
EFSA-Q-2008-05528,Finished,Application,M-2008-0126,FL-no 09.488 Ethyl cyclohexanepropionate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,06/03/2008,-,-,-
EFSA-Q-2008-05527,Finished,Application,M-2008-0126,FL-no 09.289 alpha-Campholene acetate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,06/03/2008,-,-,-
EFSA-Q-2008-05526,Finished,Application,M-2008-0126,FL-no 09.028 2-Cyclohexylethyl acetate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,06/03/2008,-,-,-
EFSA-Q-2008-05525,Finished,Application,M-2008-0126,"FL-no 08.067 1,2,5,6-Tetrahydrocuminic acid",Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,06/03/2008,-,-,-
EFSA-Q-2008-05524,Finished,Application,M-2008-0126,FL-no 08.060 Cyclohexanecarboxylic acid,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,06/03/2008,-,-,-
EFSA-Q-2008-05523,Finished,Application,M-2008-0126,FL-no 08.034 Cyclohexylacetic acid,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,06/03/2008,-,-,-
EFSA-Q-2008-05522,Finished,Application,M-2008-0126,FL-no 05.123 5-Isopropenyl-2-methylcyclopentanecarboxaldehyde,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,06/03/2008,-,-,-
EFSA-Q-2008-05521,Finished,Application,M-2008-0126,"FL-no 05.119 2,2,3-Trimethylcyclopent-3-en-1-yl acetaldehyde",Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,06/03/2008,-,-,-
EFSA-Q-2008-05520,Finished,Application,M-2008-0126,"FL-no 05.112 2,6,6-Trimethylcyclohex-1-en-1-acetaldehyde",Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,06/03/2008,-,-,-
EFSA-Q-2008-05519,Finished,Application,M-2008-0126,FL-no 05.098 p-Menth-1-en-9-al,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,06/03/2008,-,-,-
EFSA-Q-2008-05518,Finished,Application,M-2008-0126,"FL-no 02.141 2-(6,6-Dimethylbicyclo[3.1.1]hept-2-en-2-yl)ethan-1-ol",Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,06/03/2008,-,-,-
EFSA-Q-2008-05517,Finished,Application,M-2008-0126,FL-no 12.291 3-Mercapto-2-methyl-1-butanol,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,31/01/2008,-,-,-
EFSA-Q-2008-05516,Finished,Application,M-2008-0126,FL-no 12.280 Diisopropyl trisulphide,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,31/01/2008,-,-,-
EFSA-Q-2008-05515,Finished,Application,M-2008-0126,FL-no 12.257 Ethyl 4-(acetylthio)-butyrate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,31/01/2008,-,-,-
EFSA-Q-2008-05514,Finished,Application,M-2008-0126,FL-no 12.255 Ethyl 3-mercaptobutyrate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,31/01/2008,-,-,-
EFSA-Q-2008-05513,Finished,Application,M-2008-0126,FL-no 12.241 2-Mercapto-2-methylpentan-1-ol,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,31/01/2008,-,-,-
EFSA-Q-2008-05512,Finished,Application,M-2008-0126,FL-no 12.239 3-Mercapto-2-methylpentanal,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,31/01/2008,-,-,-
EFSA-Q-2008-05511,Finished,Application,M-2008-0126,FL-no 12.238 3-Mercapto-2-methylpentan-1-ol,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,31/01/2008,-,-,-
EFSA-Q-2008-05510,Finished,Application,M-2008-0126,FL-no 12.212 Ethyl-5-(methylthio)valerate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,31/01/2008,-,-,-
EFSA-Q-2008-05509,Finished,Application,M-2008-0126,"FL-no 12.198 2,3,5-Trithiahexane",Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,31/01/2008,-,-,-
EFSA-Q-2008-05508,Finished,Application,M-2008-0126,FL-no 12.179 2-(Methylthio)ethan-1-ol,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,31/01/2008,-,-,-
EFSA-Q-2008-05507,Finished,Application,M-2008-0126,FL-no 12.169 2-Methyl-4-oxopentane-2-thiol,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,31/01/2008,-,-,-
EFSA-Q-2008-05506,Finished,Application,M-2008-0126,FL-no 12.155 Methyl ethyl trisulfide,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,31/01/2008,-,-,-
EFSA-Q-2008-05505,Finished,Application,M-2008-0126,FL-no 12.074 Diallyl polysulfides,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,31/01/2008,-,-,-
EFSA-Q-2008-05504,Finished,Application,M-2008-0126,FL-no 12.045 Methyl allyl trisulfide,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,31/01/2008,-,-,-
EFSA-Q-2008-05503,Finished,Application,M-2008-0126,FL-no 12.023 Dipropyl trisulfide,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,31/01/2008,-,-,-
EFSA-Q-2008-05502,Finished,Application,M-2008-0126,FL-no 12.020 Methyl propyl trisulfide,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,31/01/2008,-,-,-
EFSA-Q-2008-05501,Finished,Application,M-2008-0126,FL-no 12.013 Dimethyl trisulfide,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,31/01/2008,-,-,-
EFSA-Q-2008-05500,Finished,Application,M-2008-0126,FL-no 13.166 Tetrahydrofurfuryl acetate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,01/04/2008,-,-,-
EFSA-Q-2008-055,Finished,Application,M-2008-0126,FL-no 08.054 Hex-2(trans)-enoic acid,Food Ingredients and Packaging,CEF,Flavourings,31/12/2009,Negotiated Deadline,12/04/2004,26/11/2009,-,-,-
EFSA-Q-2008-05499,Finished,Application,M-2008-0126,FL-no 13.140 Linalool oxide (5-ring),Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,01/04/2008,-,-,-
EFSA-Q-2008-05498,Finished,Application,M-2008-0126,FL-no 13.097 Anhydrolinalool oxide (5),Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,01/04/2008,-,-,-
EFSA-Q-2008-05497,Finished,Application,M-2008-0126,"FL-no 13.095 2,5-Diethyltetrahydrofuran",Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,01/04/2008,-,-,-
EFSA-Q-2008-05496,Finished,Application,M-2008-0126,"FL-no 13.090 2,2-Dimethyl-5-(1-methylprop-1-enyl)tetrahydrofuran",Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,01/04/2008,-,-,-
EFSA-Q-2008-05495,Finished,Application,M-2008-0126,FL-no 13.060 Tetrahydrofurfuryl cinnamate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,01/04/2008,-,-,-
EFSA-Q-2008-05494,Finished,Application,M-2008-0126,FL-no 13.049 Tetrahydrofurfuryl propionate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,01/04/2008,-,-,-
EFSA-Q-2008-05493,Finished,Application,M-2008-0126,FL-no 13.048 Tetrahydrofurfuryl butyrate,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,01/04/2008,-,-,-
EFSA-Q-2008-05492,Finished,Application,M-2008-0126,"FL-no 13.042 4,5-Dihydro-2-methylfuran-3(2H)-one",Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,01/04/2008,-,-,-
EFSA-Q-2008-05491,Finished,Application,M-2008-0126,FL-no 13.020 Tetrahydrofurfuryl alcohol,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,12/04/2004,01/04/2008,-,-,-
EFSA-Q-2008-05490,Finished,Application,M-2008-0126,FL-no 16.027 Thiamine hydrochloride,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05489,Finished,Application,M-2008-0126,"FL-no 15.113 5,6-Dihydro-2,4,6,tris(2-methylpropyl)4H-1,3,5-dithiazine",Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05488,Finished,Application,M-2008-0126,"FL-no 15.109 2,4,6-Trimethyldihydro-1,3,5(4H)-dithiazine",Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05487,Finished,Application,M-2008-0126,FL-no 15.035 4-Methylthiazole,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05486,Finished,Application,M-2008-0126,FL-no 15.033 2-Ethyl 4-methylthiazole,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05485,Finished,Application,M-2008-0126,"FL-no 15.032 4,5-Dimethyl-2-isobutyl-3-thiazoline",Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05484,Finished,Application,M-2008-0126,"FL-no 15.030 4,5-Dimethyl-2-ethyl-3-thiazoline",Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05483,Finished,Application,M-2008-0126,"FL-no 15.029 2-(sec-Butyl)-4,5-dimethyl-3-thiazoline",Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05482,Finished,Application,M-2008-0126,FL-no 15.028 Thiazole,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
EFSA-Q-2008-05481,Finished,Application,M-2008-0126,FL-no 15.027 2-Propionylthiazole,Food Ingredients and Packaging,AFC,Flavourings,19/12/2008,Negotiated Deadline,29/03/2004,31/01/2008,-,-,-
